PartNumber,Description,Value,Tolerance_pct,Voltage_V,Type,URL,Price
"Mundorf SESG-0,0010T5.1500","Mundorf SESG-0,0010T5.1500 | 0,001 µF | 5% | 1500 V",0.001,5.0,1500.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sesg-00010t51500.html,33.02
Audyn Q4/001/400,"Audyn Q4/001/400 | 0,01 µF | 5% | 400 V",0.01,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-001-400.html,2.44
Dayton Audio DFFC-0.01,"Dayton Audio DFFC-0.01 | 0,01 µF | 5% | 400 V",0.01,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dffc-001.html,3.26
"Mundorf ME-0,010T5.650","Mundorf ME-0,010T5.650 | 0,01 µF | 5% | 650 V",0.01,5.0,650.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-0010t5650.html,11.53
"Mundorf MEO-0,010T5.650","Mundorf MEO-0,010T5.650 | 0,01 µF | 5% | 650 V | Oil",0.01,5.0,650.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo0010t5650.html,13.18
Jantzen Audio 001-7302,"Jantzen Audio 001-7302 | 0,01 µF | 5% | 630 V",0.01,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7302.html,14.83
"Mundorf MESGO-0,010T5.650","Mundorf MESGO-0,010T5.650 | 0,01 µF | 5% | 650 V",0.01,5.0,650.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-0010t5650.html,24.75
Audyn FFC0010,"Audyn FFC0010 | 0,01 µF | 20% | 400 V",0.01,20.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0010.html,28.06
"Mundorf SESG-0,010T3.1500","Mundorf SESG-0,010T3.1500 | 0,01 µF | 3% | 1500 V",0.01,3.0,1500.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sesg-0010t31500.html,33.02
Intertechnik GLIK010,"Intertechnik GLIK010 | 0,01 µF | 1% | 1000 V | MICA Cap",0.01,1.0,1000.0,Film Capacitor,https://www.soundimports.eu/en/it-intertechnik-glik010.html,74.34
Jantzen Audio 001-7304,"Jantzen Audio 001-7304 | 0,022 µF | 5% | 630 V",0.022,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7304.html,14.83
Audyn FFC0022,"Audyn FFC0022 | 0,022 µF | 20% | 400 V",0.022,20.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0022.html,24.75
Audyn FFC0033,"Audyn FFC0033 | 0,033 µF | 20% | 400 V",0.033,20.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0033.html,31.36
Audyn FFC0047,"Audyn FFC0047 | 0,047 µF | 20% | 400 V",0.047,20.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0047.html,34.09
Jantzen Audio 001-0200,"Jantzen Audio 001-0200 | 0,10 µF | 5% | 400 V",0.1,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0200.html,0.82
Dayton Audio DMPC-0.10,"Dayton Audio DMPC-0.10 | 0,10 µF | 5% | 250 V",0.1,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-010.html,1.23
Audyn Q6/010/600,"Audyn Q6/010/600 | 0,10 µF | 5% | 600 V",0.1,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-010-600.html,2.44
Audyn Q4/010/400,"Audyn Q4/010/400 | 0,10 µF | 5% | 400 V",0.1,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-010-400.html,2.69
Dayton Audio DFFC-0.10,"Dayton Audio DFFC-0.10 | 0,10 µF | 5% | 400 V",0.1,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dffc-010.html,2.85
Audyn KPQS/0.1/400,"Audyn KPQS/0.1/400 | 0,10 µF | 5% | 400 V",0.1,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-0-1-400.html,3.51
Audyn KPQS/010/630,"Audyn KPQS/010/630 | 0,10 µF | 5% | 630 V",0.1,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-010-630.html,3.68
Audyn MKTA/0.10/100,"Audyn MKTA/0.10/100 | 0,1 µF | 5% | 100 V",0.1,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-0-10-100.html,3.68
"Mundorf MCAP630-0,10","Mundorf MCAP630-0,10 | 0,10 µF | 3% | 630 V",0.1,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-010.html,5.74
Audyn PLUS/0.10/12,"Audyn PLUS/0.10/12 | 0,10 µF | 2% | 1200 V",0.1,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-0-10-12.html,6.82
"Mundorf ME-0,10T5.650","Mundorf ME-0,10T5.650 | 0,10 µF | 5% | 650 V",0.1,5.0,650.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-010t5650.html,11.53
Jantzen Audio 001-0502,"Jantzen Audio 001-0502 | 0,10 µF | 2% | 1200 V",0.1,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0502.html,11.94
"Mundorf MEO-0,10T5.650","Mundorf MEO-0,10T5.650 | 0,10 µF | 5% | 650 V | Oil",0.1,5.0,650.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo010t5650.html,13.18
Jantzen Audio 001-0602,"Jantzen Audio 001-0602 | 0,10 µF | 2% | 1200 V",0.1,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0602.html,16.07
"Mundorf SUP8-0,10","Mundorf SUP8-0,10 | 0,10 µF | 2% | 1400 V",0.1,2.0,1400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-010.html,16.49
Audyn KPSN/010/630,"Audyn KPSN/010/630 | 0,10 µF | 5% | 630 V",0.1,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-010-630.html,16.49
Audyn REF/0.10/600,"Audyn REF/0.10/600 | 0,10 µF | 2% | 600 V",0.1,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-0-10-600.html,19.38
"Mundorf MESGO-0,10T5.650","Mundorf MESGO-0,10T5.650 | 0,1 µF | 5% | 650 V",0.1,5.0,650.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-010t5650.html,24.75
Jantzen Audio 001-7306,"Jantzen Audio 001-7306 | 0,10 µF | 5% | 630 V",0.1,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7306.html,24.75
Audyn ATC/0.10/630,"Audyn ATC/0.10/630 | 0,10 µF | 2% | 630 V",0.1,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-0-10-630.html,32.19
Audyn FFC0100,"Audyn FFC0100 | 0,10 µF | 10% | 400 V",0.1,10.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0100.html,32.19
"Mundorf SESG-0,10T2.1000","Mundorf SESG-0,10T2.1000 | 0,1 µF | 2% | 1000 V",0.1,2.0,1000.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sesg-010t21000.html,33.02
Jantzen Audio 001-0202,"Jantzen Audio 001-0202 | 0,12 µF | 5% | 400 V",0.12,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0202.html,0.82
Jantzen Audio 001-0204,"Jantzen Audio 001-0204 | 0,15 µF | 5% | 400 V",0.15,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0204.html,0.82
Audyn Q6/015/600,"Audyn Q6/015/600 | 0,15 µF | 5% | 600 V",0.15,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-015-600.html,2.44
Audyn Q4/015/400,"Audyn Q4/015/400 | 0,15 µF | 5% | 400 V",0.15,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-015-400.html,2.85
Audyn MKTA/0.15/100,"Audyn MKTA/0.15/100 | 0,15 µF | 5% | 100 V",0.15,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-0-15-100.html,3.68
ClarityCap PX,"ClarityCap PX | 0,15 µF | 5% | 250 V",0.15,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px0u15j250vdc.html,4.12
"Mundorf MCAP630-0,15","Mundorf MCAP630-0,15 | 0,15 µF | 3% | 630 V",0.15,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-015.html,5.74
Audyn PLUS/0.15/12,"Audyn PLUS/0.15/12 | 0,15 µF | 2% | 1200 V",0.15,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-0-15-12.html,7.4
"Mundorf ME-0,15T5.450","Mundorf ME-0,15T5.450 | 0,15 µF | 5% | 450 V",0.15,5.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-015t5450.html,11.53
Jantzen Audio 001-0506,"Jantzen Audio 001-0506 | 0,15 µF | 2% | 1200 V",0.15,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0506.html,12.36
"Mundorf MEO-0,15T5.450","Mundorf MEO-0,15T5.450 | 0,15 µF | 5% | 450 V | Oil",0.15,5.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo015t5450.html,13.18
Jantzen Audio 001-0606,"Jantzen Audio 001-0606 | 0,15 µF | 2% | 1200 V",0.15,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0606.html,16.07
Audyn KPSN/015/630,"Audyn KPSN/015/630 | 0,15 µF | 5% | 630 V",0.15,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-015-630.html,17.73
"Mundorf MESGO-0,15T5.450","Mundorf MESGO-0,15T5.450 | 0,15 µF | 5% | 450 V | Oil",0.15,5.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-015t5-450.html,24.75
"Mundorf SESG-0,15T2.1000","Mundorf SESG-0,15T2.1000 | 0,15 µF | 2% | 1000 V",0.15,2.0,1000.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sesg-015t21000.html,37.15
Audyn FFC0150,"Audyn FFC0150 | 0,15 µF | 10% | 400 V",0.15,10.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0150.html,39.63
Jantzen Audio 001-0206,"Jantzen Audio 001-0206 | 0,18 µF | 5% | 400 V",0.18,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0206.html,1.23
Dayton Audio DMPC-0.22,"Dayton Audio DMPC-0.22 | 0,22 µF | 5% | 250 V",0.22,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-022.html,1.03
Dayton Audio PMPC-0.22,"Dayton Audio PMPC-0.22 | 0,22 µF | 1% | 250 V",0.22,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-022.html,1.2
Jantzen Audio 001-0208,"Jantzen Audio 001-0208 | 0,22 µF | 5% | 400 V",0.22,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0208.html,1.23
Audyn Q4/022/400,"Audyn Q4/022/400  | 0,22 µF | 5% | 400 V",0.22,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-022-400.html,2.85
Audyn Q6/022/600,"Audyn Q6/022/600 | 0,22 µF | 5% | 600 V",0.22,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-022-600.html,2.85
Dayton Audio DFFC-0.22,"Dayton Audio DFFC-0.22 | 0,22 µF | 5% | 400 V",0.22,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dffc-022.html,2.85
Audyn KPQS/022/400,"Audyn KPQS/022/400 | 0,22 µF | 5% | 400 V",0.22,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-022-400.html,3.51
Audyn KPQS/022/630,"Audyn KPQS/022/630 | 0,22 µF | 5% | 630 V",0.22,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-022-630.html,3.68
Audyn MKTA/0.22/100,"Audyn MKTA/0.22/100 | 0,22 µF | 5% | 100 V",0.22,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-0-22-100.html,4.09
ClarityCap PX,"ClarityCap PX | 0,22 µF | 5% | 250 V",0.22,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px0u22j250vdc.html,4.12
"Mundorf MCAP630-0,22","Mundorf MCAP630-0,22 | 0,22 µF | 3% | 630 V",0.22,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-022.html,5.33
Audyn PLUS/0.22/12,"Audyn PLUS/0.22/12 | 0,22 µF | 2% | 1200 V",0.22,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-0-22-12.html,7.4
"Mundorf ME-0,22T4.450","Mundorf ME-0,22T4.450 | 0,22 µF | 4% | 450 V",0.22,4.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-022t4450.html,11.53
Jantzen Audio 001-0510,"Jantzen Audio 001-0510 | 0,22 µF | 2% | 1200 V",0.22,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0510.html,12.36
"Mundorf MEO-0,22T4.450","Mundorf MEO-0,22T4.450 | 0,22 µF | 4% | 450 V | Oil",0.22,4.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo022t4450.html,13.18
Audyn KPSN/022/250,"Audyn KPSN/022/250 | 0,22 µF | 2% | 250 V",0.22,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-022-250.html,13.35
"Mundorf SUP8-0,22","Mundorf SUP8-0,22 | 0,22 µF | 2% | 1400 V",0.22,2.0,1400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-022.html,16.49
Jantzen Audio 001-0610,"Jantzen Audio 001-0610 | 0,22 µF | 2% | 1200 V",0.22,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0610.html,16.49
Audyn KPSN/022/630,"Audyn KPSN/022/630 | 0,22 µF | 5% | 630 V",0.22,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-022-630.html,17.31
Audyn REF/0.22/600,"Audyn REF/0.22/600 | 0,22 µF | 2% | 600 V",0.22,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-0-22-600.html,22.69
"Mundorf MESGO-0,22T4.450","Mundorf MESGO-0,22T4.450 | 0,22 µF | 4% | 450 V",0.22,4.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-022t4450.html,24.75
Jantzen Audio 001-7308,"Jantzen Audio 001-7308 | 0,22 µF | 5% | 630 V",0.22,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7308.html,24.75
Audyn FFC0220,"Audyn FFC0220 | 0,22 µF | 10% | 400 V",0.22,10.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0220.html,37.4
"Mundorf SESG-0,22T2.1000","Mundorf SESG-0,22T2.1000 | 0,22 µF | 2% | 1000 V",0.22,2.0,1000.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sesg-022t21000.html,41.28
Audyn ATC/0.22/630,"Audyn ATC/0.22/630 | 0,22 µF | 2% | 630 V",0.22,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-0-22-630.html,45.0
Jantzen Audio 001-0210,"Jantzen Audio 001-0210 | 0,27 µF | 5% | 400 V",0.27,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0210.html,1.23
"Mundorf ME-0,27T4.450","Mundorf ME-0,27T4.450 | 0,27 µF | 4% | 450 V",0.27,4.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-027t4450.html,11.53
Jantzen Audio 001-0212,"Jantzen Audio 001-0212 | 0,30 µF | 5% | 400 V",0.3,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0212.html,1.23
Dayton Audio DMPC-0.33,"Dayton Audio DMPC-0.33 | 0,33 µF | 5% | 250 V",0.33,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-033.html,1.03
Jantzen Audio 001-0214,"Jantzen Audio 001-0214 | 0,33 µF | 5% | 400 V",0.33,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0214.html,1.23
Audyn Q4/033/400,"Audyn Q4/033/400 | 0,33 µF | 5% | 400 V",0.33,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-033-400.html,2.85
Audyn Q6/033/600,"Audyn Q6/033/600 | 0,33 µF | 5% | 600 V",0.33,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-033-600.html,2.85
Dayton Audio DFFC-0.33,"Dayton Audio DFFC-0.33 | 0,33 µF | 5% | 400 V",0.33,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dffc-033.html,3.26
Audyn KPQS/033/400,"Audyn KPQS/033/400 | 0,33 µF | 5% | 400 V",0.33,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-033-400.html,3.51
Audyn KPQS/033/630,"Audyn KPQS/033/630 | 0,33 µF | 5% | 630 V",0.33,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-033-630.html,3.68
Audyn MKTA/0.33/100,"Audyn MKTA/0.33/100 | 0,33 µF | 5% | 100 V",0.33,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-0-33-100.html,3.68
ClarityCap PX,"ClarityCap PX | 0,33 µF | 5% | 250 V",0.33,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px0u33j250vdc.html,4.12
"Mundorf MCAP630-0,33","Mundorf MCAP630-0,33 | 0,33 µF | 3% | 630 V",0.33,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-033.html,5.74
Audyn PLUS/0.33/12,"Audyn PLUS/0.33/12 | 0,33 µF | 2% | 1200 V",0.33,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-0-33-12.html,8.22
"Mundorf ME-0,33T3.450","Mundorf ME-0,33T3.450 | 0,33 µF | 3% | 450 V",0.33,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-033t3450.html,11.53
"Mundorf MEO-0,33T3.450","Mundorf MEO-0,33T3.450 | 0,33 µF | 3% | 450 V | Oil",0.33,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo033t3450.html,13.18
Jantzen Audio 001-0514,"Jantzen Audio 001-0514 | 0,33 µF | 2% | 1200 V",0.33,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0514.html,14.42
Audyn KPSN/033/250,"Audyn KPSN/033/250 | 0,33 µF | 2% | 250 V",0.33,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-033-250.html,15.66
"Mundorf SUP8-0,33","Mundorf SUP8-0,33 | 0,33 µF | 2% | 1400 V",0.33,2.0,1400.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-033.html,16.49
Jantzen Audio 001-0614,"Jantzen Audio 001-0614 | 0,33 µF | 2% | 1200 V",0.33,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0614.html,17.73
"Mundorf MESGO-0,33T3.450","Mundorf MESGO-0,33T3.450 | 0,33 µF | 3% | 450 V",0.33,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-033t3450.html,24.75
Audyn KPSN/033/630,"Audyn KPSN/033/630 | 0,33 µF | 5% | 630 V",0.33,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-033-630.html,26.82
ClarityCap MR,"ClarityCap MR | 0,33 µF | 3% | 400 V",0.33,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr330nh400vdc.html,28.06
Audyn REF/0.33/600,"Audyn REF/0.33/600 | 0,33 µF | 2% | 600 V",0.33,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-0-33-600.html,28.06
Jantzen Audio 001-7310,"Jantzen Audio 001-7310 | 0,33 µF | 5% | 630 V",0.33,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7310.html,37.15
Audyn FFC0330,"Audyn FFC0330 | 0,33 µF | 10% | 400 V",0.33,10.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0330.html,39.05
"Mundorf SESG-0,33T2.1000","Mundorf SESG-0,33T2.1000 | 0,33 µF | 2% | 1000 V",0.33,2.0,1000.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sesg-033t21000.html,49.55
Audyn ATC/0.33/630,"Audyn ATC/0.33/630 | 0,33 µF | 2% | 630 V",0.33,2.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-atc-0-33-630.html,54.09
Jantzen Audio 001-0216,"Jantzen Audio 001-0216 | 0,39 µF | 5% | 400 V",0.39,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0216.html,1.23
Audyn MKTA/0.39/100,"Audyn MKTA/0.39/100 | 0,39 µF | 5% | 100 V",0.39,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-0-39-100.html,3.68
"Mundorf ME-0,39T3.450","Mundorf ME-0,39T3.450 | 0,39 µF | 3% | 450 V",0.39,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-039t3450.html,11.53
Jantzen Audio 001-0516,"Jantzen Audio 001-0516 | 0,39 µF | 2% | 1200 V",0.39,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0516.html,15.66
Jantzen Audio 001-0616,"Jantzen Audio 001-0616 | 0,39 µF | 2% | 1200 V",0.39,2.0,1200.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0616.html,17.73
Jantzen Audio 001-0218,"Jantzen Audio 001-0218 | 0,43 µF | 5% | 400 V",0.43,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0218.html,1.23
Dayton Audio DMPC-0.47,"Dayton Audio DMPC-0.47 | 0,47 µF | 5% | 250 V",0.47,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dmpc-047.html,1.03
Jantzen Audio 001-0220,"Jantzen Audio 001-0220 | 0,47 µF | 5% | 400 V",0.47,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0220.html,1.23
Dayton Audio PMPC-0.47,"Dayton Audio PMPC-0.47 | 0,47 µF | 1% | 250 V",0.47,1.0,250.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-pmpc-047.html,1.64
Audyn Q4/047/400,"Audyn Q4/047/400 | 0,47 µF | 5% | 400 V",0.47,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q4-047-400.html,2.85
Audyn Q6/047/600,"Audyn Q6/047/600 | 0,47 µF | 5% | 600 V",0.47,5.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-q6-047-600.html,2.85
Audyn KPQS/047/400,"Audyn KPQS/047/400 | 0,47 µF | 5% | 400 V",0.47,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-047-400.html,3.51
Audyn MKTA/0.47/100,"Audyn MKTA/0.47/100 | 0,47 µF | 5% | 100 V",0.47,5.0,100.0,Film Capacitor,https://www.soundimports.eu/en/audyn-mkta-0-47-100.html,3.68
Dayton Audio DFFC-0.47,"Dayton Audio DFFC-0.47 | 0,47 µF | 5% | 400 V",0.47,5.0,400.0,Film Capacitor,https://www.soundimports.eu/en/dayton-audio-dffc-047.html,3.68
Audyn KPQS/047/630,"Audyn KPQS/047/630 | 0,47 µF | 5% | 630 V",0.47,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpqs-047-630.html,4.09
ClarityCap PX,"ClarityCap PX | 0,47 µF | 5% | 250 V",0.47,5.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-px0u47j250vdc.html,4.12
ClarityCap ESA,"ClarityCap ESA | 0,47 µF | 3% | 250 V",0.47,3.0,250.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-esa470nh250vdc.html,5.17
"Mundorf MCAP630-0,47","Mundorf MCAP630-0,47 | 0,47 µF | 3% | 630 V",0.47,3.0,630.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mcap630-047.html,5.74
Audyn PLUS/0.47/08,"Audyn PLUS/0.47/08 | 0,47 µF | 2% | 800 V",0.47,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/audyn-plus-0-47-08.html,8.64
"Mundorf ME-0,47T3.450","Mundorf ME-0,47T3.450 | 0,47 µF | 3% | 450 V",0.47,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-me-047t3450.html,11.53
Jantzen Audio 001-0518,"Jantzen Audio 001-0518 | 0,47 µF | 2% | 800 V",0.47,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0518.html,11.94
"Mundorf MEO-0,47T3.450","Mundorf MEO-0,47T3.450 | 0,47 µF | 3% | 450 V | Oil",0.47,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-meo047t3450.html,13.18
"Mundorf SUP8-0,47","Mundorf SUP8-0,47 | 0,47 µF | 2% | 600 V",0.47,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sup8-047.html,16.49
Jantzen Audio 001-0618,"Jantzen Audio 001-0618 | 0,47 µF | 2% | 800 V",0.47,2.0,800.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-0618.html,17.73
Audyn KPSN/047/250,"Audyn KPSN/047/250 | 0,47 µF | 2% | 250 V",0.47,2.0,250.0,Film Capacitor,https://www.soundimports.eu/en/audyn-kpsn-047-250.html,21.86
"Mundorf MESGO-0,47T3.450","Mundorf MESGO-0,47T3.450 | 0,47 µF | 3% | 450 V",0.47,3.0,450.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-mesgo-047t3450.html,24.75
Jantzen Audio 001-7012,"Jantzen Audio 001-7012 | 0,47 µF | 3% | 100 V",0.47,3.0,100.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7012.html,25.58
ClarityCap MR,"ClarityCap MR | 0,47 µF | 3% | 400 V",0.47,3.0,400.0,Film Capacitor,https://www.soundimports.eu/en/claritycap-mr470nh400vdc.html,28.88
Audyn REF/0.47/600,"Audyn REF/0.47/600 | 0,47 µF | 2% | 600 V",0.47,2.0,600.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ref-0-47-600.html,30.54
Audyn FFC0470,"Audyn FFC0470 | 0,47 µF | 10% | 400 V",0.47,10.0,400.0,Film Capacitor,https://www.soundimports.eu/en/audyn-ffc0470.html,41.28
Jantzen Audio 001-7312,"Jantzen Audio 001-7312 | 0,47 µF | 5% | 630 V",0.47,5.0,630.0,Film Capacitor,https://www.soundimports.eu/en/jantzen-audio-001-7312.html,49.55
"Mundorf SESG-0,47T2.1000","Mundorf SESG-0,47T2.1000 | 0,47 µF | 2% | 1000 V",0.47,2.0,1000.0,Film Capacitor,https://www.soundimports.eu/en/mundorf-sesg-047t21000.html,57.81
